,sim_id,policy,time,RT,WT
177,19,optimization,3,5.063936721742739,0
178,19,optimization,3,8.062476683013458,0
179,19,optimization,7,12.90099600677784,0
180,19,optimization,9,18.48532433705876,0
181,19,optimization,12,8.546862904310261,0
182,19,optimization,24,11.015223404752788,5
183,19,optimization,33,1.0,1
184,19,optimization,35,27.58921034318076,22
185,19,optimization,35,15.243338123988122,3
186,19,optimization,38,11.644950298723524,0
187,19,optimization,48,14.035078415602326,0
188,19,optimization,52,21.78506335615702,0
189,19,optimization,54,17.363556703201404,0
190,13,optimization,2,3.187419060894851,0
191,13,optimization,6,15.560730080512378,0
192,13,optimization,10,12.691583226104362,0
193,13,optimization,13,1.2928055334009287,0
194,13,optimization,16,17.300260454826276,0
195,13,optimization,17,0.0,0
196,13,optimization,26,12.768851539514962,0
197,13,optimization,27,21.78677581284525,10
198,13,optimization,32,10.35557010268769,0
199,13,optimization,45,3.981096581584898,1
200,13,optimization,49,17.181219453140002,8
201,13,optimization,54,4.080925802516947,1
202,13,optimization,57,30.929443192240203,21
203,12,optimization,11,12.205300071152863,0
204,12,optimization,12,16.473177968550512,0
205,12,optimization,19,6.5142370015237,0
206,12,optimization,19,1.4659065209420958,0
207,12,optimization,20,33.766474007351945,0
208,12,optimization,22,18.48532433705876,0
209,12,optimization,36,11.997745363303391,3
210,12,optimization,41,7.254047367217141,2
211,12,optimization,46,32.36584575062429,21
212,12,optimization,55,40.15895359664566,28
213,12,optimization,58,4.7816785866667235,3
214,24,optimization,11,3.080925802516947,0
215,24,optimization,15,12.926787873481267,0
216,24,optimization,18,3.881989176165351,0
217,24,optimization,20,12.10488196085717,0
218,24,optimization,22,9.838322046326725,0
219,24,optimization,23,13.526504835430275,0
220,24,optimization,30,11.035735957576057,2
221,24,optimization,43,26.720515903240265,16
222,24,optimization,56,3.7010593904177487,0
223,20,optimization,7,0.520004633428652,0
224,20,optimization,9,6.1578388949537395,0
225,20,optimization,9,3.881989176165351,0
226,20,optimization,12,7.829875341380447,0
227,20,optimization,15,11.20707689565644,0
228,20,optimization,17,16.261415863119307,0
229,20,optimization,19,11.474927238782847,1
230,20,optimization,33,16.850816185815965,6
231,20,optimization,36,5.1703022790450754,1
232,20,optimization,49,15.352193532156535,12
233,20,optimization,52,2.088157156627511,1
234,20,optimization,52,15.437774086408453,8
235,20,optimization,58,25.31322761880296,15
236,22,optimization,4,5.119611325782378,0
237,22,optimization,12,0.0,0
238,22,optimization,13,3.080925802516947,0
239,22,optimization,15,14.682674593444565,0
240,22,optimization,20,18.844081553516396,0
241,22,optimization,20,8.89881306104288,0
242,22,optimization,22,8.113629176539693,1
243,22,optimization,29,15.5536265371493,0
244,22,optimization,33,0.520004633428652,0
245,22,optimization,45,7.999438224022511,3
246,22,optimization,46,9.0,9
247,22,optimization,48,23.08832593898248,9
248,22,optimization,56,10.91846382036633,1
249,4,optimization,2,1.2928055334009287,0
250,4,optimization,4,14.244677136810212,0
251,4,optimization,5,6.310573377533836,0
252,4,optimization,6,13.590912582944629,0
253,4,optimization,7,13.979562956253202,0
254,4,optimization,8,14.682674593444565,0
255,4,optimization,16,8.79896748253808,2
256,4,optimization,24,2.7269865619209024,0
257,4,optimization,35,15.0,15
258,4,optimization,37,5.292805533400928,4
259,4,optimization,44,7.80445722179355,4
260,4,optimization,44,36.6929827553776,27
261,4,optimization,45,17.954591640727465,8
262,4,optimization,47,11.335562937624928,1
263,4,optimization,51,28.420986270617362,20
264,25,optimization,6,14.38314103454315,0
265,25,optimization,7,5.299707223039025,0
266,25,optimization,8,3.5255642495780304,0
267,25,optimization,10,8.759160353313595,0
268,25,optimization,21,17.233036669722953,0
269,25,optimization,24,9.940494727375214,0
270,25,optimization,27,14.098435176788085,0
271,25,optimization,35,9.170302279045075,5
272,25,optimization,36,6.472368780550418,3
273,25,optimization,40,14.884118756413946,6
274,25,optimization,51,21.29280553340093,20
275,25,optimization,52,34.93236653165899,24
276,25,optimization,59,30.53628780760144,19
277,26,optimization,3,4.7998598607551,0
278,26,optimization,9,3.881989176165351,0
279,26,optimization,12,8.001714503847591,0
280,26,optimization,12,16.345769611930486,0
281,26,optimization,17,18.608261674553564,0
282,26,optimization,19,13.874815017405314,0
283,26,optimization,27,26.817193311771693,0
284,26,optimization,37,13.190426623133959,1
285,26,optimization,44,18.45402949372965,10
286,26,optimization,53,23.384061619406317,9
287,26,optimization,55,18.410519268067432,2
288,21,optimization,1,0.520004633428652,0
289,21,optimization,2,3.881989176165351,0
290,21,optimization,3,7.091837287759015,0
291,21,optimization,8,11.824472150621016,0
292,21,optimization,9,1.2928055334009287,0
293,21,optimization,15,12.427503193543853,0
294,21,optimization,15,3.8907241543724287,0
295,21,optimization,22,31.735482252473307,5
296,21,optimization,28,7.385309448357469,3
297,21,optimization,33,18.9764303153995,0
298,21,optimization,42,5.1703022790450754,1
299,21,optimization,42,1.2997914629995306,0
300,21,optimization,44,12.585163509196555,8
301,21,optimization,51,18.313246896390496,5
302,21,optimization,56,16.086783494750666,6
303,21,optimization,59,3.0,3
304,27,optimization,0,9.520182638150544,0
305,27,optimization,1,9.927110346532876,0
306,27,optimization,3,17.58053596294958,0
307,27,optimization,3,8.23347992609882,0
308,27,optimization,7,2.338197452974369,0
309,27,optimization,14,9.838322046326725,0
310,27,optimization,23,8.546862904310261,0
311,27,optimization,37,27.77081543851287,20
312,27,optimization,39,12.520004633428652,12
313,27,optimization,44,35.23898367567658,22
314,27,optimization,46,20.0,20
315,27,optimization,51,17.93328973942795,16
316,27,optimization,56,23.0,23
317,29,optimization,11,1.2928055334009287,0
318,29,optimization,13,1.9332897394279493,0
319,29,optimization,14,3.881989176165351,0
320,29,optimization,21,10.008202861245666,0
321,29,optimization,22,10.20234666215713,0
322,29,optimization,27,13.661907662161362,0
323,29,optimization,27,18.479640611818,0
324,29,optimization,41,5.726986561920903,3
325,29,optimization,44,1.5200046334286519,1
326,29,optimization,56,31.932366531658992,21
327,23,optimization,1,3.881989176165351,0
328,23,optimization,2,9.78031842602857,0
329,23,optimization,11,5.568212071703045,0
330,23,optimization,12,1.2928055334009287,0
331,23,optimization,24,8.569531587825066,0
332,23,optimization,28,28.64894493903593,0
333,23,optimization,30,10.321515213948196,0
334,23,optimization,32,16.386416785661176,0
335,23,optimization,35,11.8326421606824,2
336,23,optimization,37,10.972076920988007,0
337,23,optimization,54,11.0,11
338,28,optimization,0,9.180461006791747,0
339,28,optimization,2,13.58836418696931,0
340,28,optimization,8,3.881989176165351,0
341,28,optimization,12,19.22528351374513,0
342,28,optimization,14,15.686028032929983,0
343,28,optimization,14,11.717470526252646,0
344,28,optimization,34,17.8326421606824,8
345,28,optimization,38,33.846355165870854,19
346,28,optimization,48,47.682241724118036,29
347,28,optimization,50,13.869208646224713,9
348,28,optimization,57,13.15895359664566,1
349,28,optimization,57,23.29280553340093,22
350,28,optimization,58,14.550232472530174,3
